date,total_precipitation,rain_only,soil_moisture_0_7cm,soil_moisture_7_28cm,soil_moisture_28_100cm,soil_moisture_100_255cm,surface_pressure,humidity
2024-04-03 00:00:00+07:00,0.0,0.0,0.486,0.486,0.469,0.459,1008.32825,94.52807
2024-04-03 01:00:00+07:00,0.0,0.0,0.486,0.486,0.469,0.459,1007.7246,94.50228
2024-04-03 02:00:00+07:00,0.1,0.1,0.486,0.486,0.469,0.459,1007.22253,94.76783
2024-04-03 03:00:00+07:00,0.2,0.2,0.487,0.486,0.469,0.459,1006.722,95.61485
2024-04-03 04:00:00+07:00,0.1,0.1,0.487,0.486,0.469,0.459,1006.6219,95.90035
2024-04-03 05:00:00+07:00,0.0,0.0,0.487,0.486,0.469,0.459,1006.8211,95.61166
2024-04-03 06:00:00+07:00,0.0,0.0,0.486,0.486,0.47,0.459,1007.4189,96.473
2024-04-03 07:00:00+07:00,0.0,0.0,0.486,0.486,0.47,0.459,1008.1207,95.90932
2024-04-03 08:00:00+07:00,0.0,0.0,0.486,0.485,0.469,0.459,1008.7394,86.58401
2024-04-03 09:00:00+07:00,0.0,0.0,0.485,0.484,0.469,0.459,1009.0507,76.41149
2024-04-03 10:00:00+07:00,0.4,0.4,0.485,0.484,0.469,0.459,1008.7599,73.06214
2024-04-03 11:00:00+07:00,0.4,0.4,0.486,0.483,0.469,0.459,1008.16364,72.26948
2024-04-03 12:00:00+07:00,10.0,10.0,0.502,0.505,0.469,0.459,1007.8403,82.79353
2024-04-03 13:00:00+07:00,0.3,0.3,0.503,0.505,0.469,0.459,1006.8328,90.41192
2024-04-03 14:00:00+07:00,0.6,0.6,0.505,0.504,0.47,0.459,1005.9397,87.55226
2024-04-03 15:00:00+07:00,0.6,0.6,0.507,0.504,0.47,0.459,1005.2477,85.83588
2024-04-03 16:00:00+07:00,0.9,0.9,0.512,0.504,0.47,0.459,1005.147,83.554756
2024-04-03 17:00:00+07:00,0.6,0.6,0.512,0.505,0.47,0.459,1005.44135,86.52375
2024-04-03 18:00:00+07:00,0.0,0.0,0.508,0.505,0.471,0.459,1006.2352,92.32836
2024-04-03 19:00:00+07:00,0.0,0.0,0.506,0.505,0.471,0.459,1006.93164,94.53203
2024-04-03 20:00:00+07:00,0.7,0.7,0.512,0.504,0.469,0.459,1007.1272,95.3574
2024-04-03 21:00:00+07:00,0.0,0.0,0.508,0.504,0.469,0.459,1007.62366,96.20355
2024-04-03 22:00:00+07:00,0.0,0.0,0.506,0.504,0.47,0.459,1008.1207,96.77336
2024-04-03 23:00:00+07:00,0.0,0.0,0.504,0.504,0.47,0.459,1008.21893,97.93216
2024-04-04 00:00:00+07:00,0.0,0.0,0.502,0.503,0.47,0.459,1007.5194,98.223274
2024-04-04 01:00:00+07:00,0.0,0.0,0.501,0.503,0.47,0.459,1006.1207,98.81069
2024-04-04 02:00:00+07:00,0.0,0.0,0.499,0.503,0.471,0.459,1006.6197,98.515274
2024-04-04 03:00:00+07:00,0.0,0.0,0.498,0.502,0.471,0.459,1006.2223,98.8129
2024-04-04 04:00:00+07:00,0.1,0.1,0.498,0.502,0.471,0.459,1006.8201,99.107834
2024-04-04 05:00:00+07:00,0.0,0.0,0.497,0.501,0.471,0.459,1006.11945,98.51308
2024-04-04 06:00:00+07:00,0.0,0.0,0.496,0.501,0.471,0.459,1006.5189,97.63112
2024-04-04 07:00:00+07:00,0.0,0.0,0.495,0.5,0.472,0.459,1007.42334,95.91385
2024-04-04 08:00:00+07:00,0.0,0.0,0.496,0.499,0.471,0.459,1007.44104,89.1787
2024-04-04 09:00:00+07:00,0.0,0.0,0.494,0.498,0.471,0.459,1007.6536,75.95812
2024-04-04 10:00:00+07:00,0.0,0.0,0.491,0.497,0.471,0.459,1007.3631,68.850426
2024-04-04 11:00:00+07:00,0.0,0.0,0.489,0.496,0.471,0.459,1006.8713,65.267
2024-04-04 12:00:00+07:00,0.0,0.0,0.486,0.495,0.471,0.459,1005.87463,65.50268
2024-04-04 13:00:00+07:00,0.1,0.1,0.484,0.494,0.471,0.459,1004.8722,68.96395
