date,total_precipitation,rain_only,soil_moisture_0_7cm,soil_moisture_7_28cm,soil_moisture_28_100cm,soil_moisture_100_255cm,surface_pressure,humidity
2025-02-07 00:00:00+07:00,0.0,0.0,0.312,0.278,0.421,0.395,1007.12024,94.46825
2025-02-07 01:00:00+07:00,0.5,0.5,0.318,0.278,0.421,0.395,1006.7201,93.89744
2025-02-07 02:00:00+07:00,0.6,0.6,0.324,0.278,0.42,0.395,1006.51666,92.46363
2025-02-07 03:00:00+07:00,0.1,0.1,0.325,0.278,0.42,0.395,1006.5151,93.01253
2025-02-07 04:00:00+07:00,0.0,0.0,0.325,0.278,0.42,0.395,1006.7116,92.98969
2025-02-07 05:00:00+07:00,0.0,0.0,0.325,0.278,0.42,0.395,1006.6105,92.982056
2025-02-07 06:00:00+07:00,0.0,0.0,0.325,0.279,0.42,0.395,1007.209,93.26319
2025-02-07 07:00:00+07:00,0.1,0.1,0.326,0.279,0.42,0.395,1008.21063,93.57336
2025-02-07 08:00:00+07:00,0.1,0.1,0.322,0.282,0.427,0.395,1008.3253,86.64389
2025-02-07 09:00:00+07:00,0.0,0.0,0.32,0.282,0.427,0.395,1008.43365,82.452286
2025-02-07 10:00:00+07:00,0.0,0.0,0.315,0.282,0.427,0.395,1008.5432,74.633286
2025-02-07 11:00:00+07:00,0.1,0.1,0.311,0.282,0.427,0.395,1008.24384,73.07507
2025-02-07 12:00:00+07:00,0.2,0.2,0.306,0.282,0.427,0.395,1007.1502,72.0849
2025-02-07 13:00:00+07:00,0.1,0.1,0.298,0.283,0.427,0.395,1006.2551,66.52119
2025-02-07 14:00:00+07:00,0.0,0.0,0.29,0.283,0.427,0.395,1005.3585,64.38838
2025-02-07 15:00:00+07:00,0.0,0.0,0.283,0.283,0.427,0.395,1004.85834,64.93582
2025-02-07 16:00:00+07:00,0.1,0.1,0.279,0.283,0.427,0.395,1004.75635,66.05803
2025-02-07 17:00:00+07:00,0.1,0.1,0.277,0.283,0.427,0.395,1005.4496,71.97957
2025-02-07 18:00:00+07:00,0.0,0.0,0.275,0.283,0.427,0.395,1006.0435,77.036316
2025-02-07 19:00:00+07:00,0.0,0.0,0.275,0.283,0.427,0.395,1006.3383,83.45408
2025-02-07 20:00:00+07:00,0.0,0.0,0.238,0.284,0.407,0.395,1007.043,79.41601
2025-02-07 21:00:00+07:00,0.0,0.0,0.237,0.284,0.407,0.395,1007.9372,84.49226
2025-02-07 22:00:00+07:00,4.8,4.8,0.297,0.284,0.407,0.395,1008.9152,92.212074
2025-02-07 23:00:00+07:00,0.4,0.4,0.302,0.284,0.407,0.395,1008.715,94.458176
2025-02-08 00:00:00+07:00,0.1,0.1,0.304,0.284,0.407,0.395,1008.41565,94.458176
2025-02-08 01:00:00+07:00,0.0,0.0,0.304,0.284,0.407,0.395,1007.9141,96.1686
2025-02-08 02:00:00+07:00,0.0,0.0,0.304,0.284,0.407,0.395,1007.11523,95.01222
2025-02-08 03:00:00+07:00,2.3,2.3,0.333,0.284,0.407,0.395,1006.8101,97.02143
2025-02-08 04:00:00+07:00,3.9,3.9,0.386,0.284,0.407,0.395,1007.10754,97.60552
2025-02-08 05:00:00+07:00,0.3,0.3,0.389,0.284,0.407,0.395,1007.0077,96.427246
2025-02-08 06:00:00+07:00,0.0,0.0,0.389,0.284,0.407,0.395,1007.20734,97.30979
2025-02-08 07:00:00+07:00,0.1,0.1,0.389,0.285,0.407,0.395,1007.81116,94.42583
2025-02-08 08:00:00+07:00,0.0,0.0,0.397,0.282,0.407,0.395,1007.82385,90.61569
2025-02-08 09:00:00+07:00,0.1,0.1,0.394,0.283,0.407,0.395,1008.235,81.73042
2025-02-08 10:00:00+07:00,0.3,0.3,0.391,0.283,0.407,0.395,1008.24316,74.84212
2025-02-08 11:00:00+07:00,0.2,0.2,0.387,0.283,0.407,0.395,1007.94507,76.686935
2025-02-08 12:00:00+07:00,0.2,0.2,0.381,0.283,0.407,0.395,1006.9531,70.85665
