date,total_precipitation,rain_only,soil_moisture_0_7cm,soil_moisture_7_28cm,soil_moisture_28_100cm,soil_moisture_100_255cm,surface_pressure,humidity
2024-11-06 00:00:00+07:00,0.0,0.0,0.488,0.463,0.28,0.419,1008.3114,96.450874
2024-11-06 01:00:00+07:00,0.6,0.6,0.494,0.463,0.28,0.419,1008.01166,96.15875
2024-11-06 02:00:00+07:00,0.5,0.5,0.496,0.464,0.28,0.419,1007.11176,96.73515
2024-11-06 03:00:00+07:00,0.0,0.0,0.494,0.464,0.28,0.419,1007.3106,97.90987
2024-11-06 04:00:00+07:00,0.0,0.0,0.491,0.464,0.281,0.419,1007.51013,97.31975
2024-11-06 05:00:00+07:00,0.0,0.0,0.489,0.465,0.281,0.419,1008.10547,98.79643
2024-11-06 06:00:00+07:00,0.0,0.0,0.487,0.465,0.281,0.419,1008.9088,96.44697
2024-11-06 07:00:00+07:00,0.0,0.0,0.486,0.465,0.281,0.419,1009.2171,91.95436
2024-11-06 08:00:00+07:00,0.0,0.0,0.475,0.462,0.281,0.419,1009.83307,80.53011
2024-11-06 09:00:00+07:00,0.0,0.0,0.473,0.461,0.281,0.419,1009.64453,71.20354
2024-11-06 10:00:00+07:00,0.0,0.0,0.471,0.46,0.281,0.419,1009.2525,68.24803
2024-11-06 11:00:00+07:00,0.0,0.0,0.468,0.459,0.281,0.419,1008.6611,65.06113
2024-11-06 12:00:00+07:00,0.0,0.0,0.465,0.458,0.281,0.419,1007.86584,63.41859
2024-11-06 13:00:00+07:00,8.3,8.3,0.5,0.474,0.281,0.419,1007.73315,87.513275
2024-11-06 14:00:00+07:00,0.6,0.6,0.5,0.474,0.282,0.419,1007.0365,83.19844
2024-11-06 15:00:00+07:00,0.2,0.2,0.498,0.475,0.282,0.419,1007.0434,78.47574
2024-11-06 16:00:00+07:00,0.1,0.1,0.496,0.475,0.282,0.419,1006.6439,77.99873
2024-11-06 17:00:00+07:00,1.7,1.7,0.514,0.475,0.282,0.419,1007.333,81.17129
2024-11-06 18:00:00+07:00,0.4,0.4,0.507,0.477,0.283,0.419,1008.217,92.214836
2024-11-06 19:00:00+07:00,0.9,0.9,0.512,0.478,0.283,0.419,1009.4107,94.442024
2024-11-06 20:00:00+07:00,0.0,0.0,0.485,0.456,0.279,0.419,1009.0251,93.122536
2024-11-06 21:00:00+07:00,0.0,0.0,0.483,0.456,0.279,0.419,1009.32294,95.0754
2024-11-06 22:00:00+07:00,0.0,0.0,0.482,0.456,0.279,0.419,1009.519,97.35611
2024-11-06 23:00:00+07:00,0.0,0.0,0.48,0.457,0.279,0.419,1009.51685,97.35021
2024-11-07 00:00:00+07:00,0.0,0.0,0.479,0.457,0.279,0.419,1009.0147,97.63376
2024-11-07 01:00:00+07:00,0.0,0.0,0.478,0.457,0.28,0.419,1008.5135,97.62848
2024-11-07 02:00:00+07:00,0.0,0.0,0.477,0.457,0.28,0.419,1007.9126,97.91679
2024-11-07 03:00:00+07:00,0.0,0.0,0.476,0.457,0.28,0.419,1007.8128,97.62233
2024-11-07 04:00:00+07:00,0.0,0.0,0.475,0.456,0.28,0.419,1007.91034,98.208046
2024-11-07 05:00:00+07:00,0.0,0.0,0.474,0.456,0.28,0.419,1008.5088,96.73515
2024-11-07 06:00:00+07:00,0.0,0.0,0.473,0.456,0.28,0.419,1009.1094,95.57939
2024-11-07 07:00:00+07:00,0.0,0.0,0.472,0.456,0.28,0.419,1009.91724,90.051445
2024-11-07 08:00:00+07:00,0.0,0.0,0.464,0.456,0.28,0.419,1009.7405,74.625145
2024-11-07 09:00:00+07:00,0.0,0.0,0.462,0.455,0.281,0.419,1009.55347,65.47578
2024-11-07 10:00:00+07:00,0.0,0.0,0.459,0.454,0.281,0.419,1009.66254,60.81071
2024-11-07 11:00:00+07:00,0.1,0.1,0.457,0.452,0.281,0.419,1009.26874,58.132866
2024-11-07 12:00:00+07:00,0.0,0.0,0.454,0.451,0.281,0.419,1008.17194,58.331753
2024-11-07 13:00:00+07:00,0.6,0.6,0.456,0.45,0.281,0.419,1007.3643,63.534912
2024-11-07 14:00:00+07:00,1.0,1.0,0.465,0.449,0.281,0.419,1006.45795,67.42075
2024-11-07 15:00:00+07:00,0.1,0.1,0.464,0.449,0.281,0.418,1006.2564,69.64353
2024-11-07 16:00:00+07:00,6.0,6.0,0.511,0.457,0.281,0.418,1006.9311,88.256
2024-11-07 17:00:00+07:00,0.2,0.2,0.504,0.46,0.281,0.418,1007.3268,88.214806
2024-11-07 18:00:00+07:00,0.1,0.1,0.499,0.461,0.282,0.418,1008.02246,88.98329
2024-11-07 19:00:00+07:00,0.0,0.0,0.496,0.462,0.282,0.418,1008.7204,93.36244
2024-11-07 20:00:00+07:00,0.0,0.0,0.447,0.445,0.28,0.418,1008.91675,95.3252
2024-11-07 21:00:00+07:00,0.0,0.0,0.447,0.445,0.28,0.418,1009.51587,92.783165
2024-11-07 22:00:00+07:00,0.0,0.0,0.447,0.445,0.281,0.418,1009.8147,94.46825
2024-11-07 23:00:00+07:00,0.0,0.0,0.447,0.444,0.281,0.418,1009.81396,94.466255
2024-11-08 00:00:00+07:00,0.0,0.0,0.447,0.444,0.281,0.418,1009.513,95.0268
2024-11-08 01:00:00+07:00,0.0,0.0,0.447,0.444,0.281,0.418,1008.91266,97.04334
2024-11-08 02:00:00+07:00,0.0,0.0,0.447,0.444,0.281,0.418,1008.6108,97.327644
2024-11-08 03:00:00+07:00,0.0,0.0,0.447,0.444,0.281,0.418,1008.40906,97.32173
2024-11-08 04:00:00+07:00,0.0,0.0,0.447,0.443,0.281,0.418,1008.30676,97.905975
2024-11-08 05:00:00+07:00,0.0,0.0,0.446,0.443,0.281,0.418,1008.60693,97.31773
2024-11-08 06:00:00+07:00,0.0,0.0,0.446,0.443,0.281,0.418,1009.2082,97.03133
2024-11-08 07:00:00+07:00,0.0,0.0,0.446,0.443,0.281,0.418,1009.6201,91.435715
2024-11-08 08:00:00+07:00,0.0,0.0,0.439,0.441,0.281,0.418,1010.3406,73.09209
2024-11-08 09:00:00+07:00,0.1,0.1,0.438,0.44,0.281,0.418,1010.25146,65.06054
2024-11-08 10:00:00+07:00,0.0,0.0,0.436,0.439,0.281,0.418,1009.5608,59.120323
2024-11-08 11:00:00+07:00,0.0,0.0,0.433,0.438,0.281,0.418,1008.5694,53.864098
2024-11-08 12:00:00+07:00,0.1,0.1,0.431,0.437,0.281,0.418,1007.77386,51.70849
2024-11-08 13:00:00+07:00,0.1,0.1,0.43,0.435,0.281,0.418,1006.87634,52.84995
2024-11-08 14:00:00+07:00,0.0,0.0,0.427,0.434,0.281,0.418,1005.87836,54.481148
2024-11-08 15:00:00+07:00,0.0,0.0,0.425,0.433,0.281,0.418,1005.0768,55.2042
2024-11-08 16:00:00+07:00,0.0,0.0,0.424,0.433,0.281,0.418,1005.16583,60.804474
2024-11-08 17:00:00+07:00,0.0,0.0,0.423,0.432,0.281,0.418,1005.2594,66.3906
2024-11-08 18:00:00+07:00,0.0,0.0,0.423,0.432,0.281,0.418,1005.9478,80.906715
2024-11-08 19:00:00+07:00,0.0,0.0,0.423,0.432,0.281,0.418,1006.94617,76.21282
2024-11-08 20:00:00+07:00,0.0,0.0,0.416,0.428,0.278,0.418,1007.24396,79.20564
2024-11-08 21:00:00+07:00,0.0,0.0,0.416,0.428,0.278,0.418,1007.54083,79.15759
2024-11-08 22:00:00+07:00,0.0,0.0,0.416,0.428,0.278,0.418,1007.9362,79.32048
2024-11-08 23:00:00+07:00,0.0,0.0,0.416,0.428,0.278,0.418,1007.8318,80.67594
2024-11-09 00:00:00+07:00,0.0,0.0,0.416,0.428,0.278,0.418,1007.82794,84.34847
2024-11-09 01:00:00+07:00,0.0,0.0,0.416,0.427,0.278,0.418,1007.52655,85.8588
2024-11-09 02:00:00+07:00,0.0,0.0,0.416,0.427,0.278,0.418,1007.22565,86.35951
2024-11-09 03:00:00+07:00,0.0,0.0,0.416,0.427,0.278,0.418,1007.4243,86.606735
2024-11-09 04:00:00+07:00,0.0,0.0,0.416,0.427,0.278,0.418,1007.4237,85.29627
2024-11-09 05:00:00+07:00,0.0,0.0,0.416,0.427,0.278,0.418,1007.32104,86.03618
2024-11-09 06:00:00+07:00,0.0,0.0,0.416,0.426,0.278,0.418,1008.21985,86.56942
2024-11-09 07:00:00+07:00,0.0,0.0,0.416,0.426,0.278,0.418,1008.8303,80.445496
2024-11-09 08:00:00+07:00,0.0,0.0,0.448,0.425,0.277,0.418,1008.74475,75.803024
2024-11-09 09:00:00+07:00,0.0,0.0,0.446,0.425,0.277,0.418,1008.9591,65.01974
2024-11-09 10:00:00+07:00,0.0,0.0,0.443,0.424,0.277,0.418,1008.5682,60.023388
2024-11-09 11:00:00+07:00,0.0,0.0,0.44,0.423,0.277,0.418,1007.87604,57.934616
2024-11-09 12:00:00+07:00,0.0,0.0,0.436,0.422,0.277,0.418,1007.17896,56.27562
2024-11-09 13:00:00+07:00,6.3,6.3,0.51,0.422,0.277,0.418,1007.24963,76.99196
2024-11-09 14:00:00+07:00,0.9,0.9,0.502,0.428,0.277,0.418,1006.5514,76.9994
